,Media Source,Tweets Ago,Date,Positive,Negative,Neutral,Compound,Text
250,@CNN,51,Tue Apr 10 21:18:49 +0000 2018,0.0,1.0,0.0,0.0,A federal court has ruled that employers cannot use salary history to justify paying women less than men for the sa… https://t.co/NgZNXO4H4j
251,@CNN,52,Tue Apr 10 21:12:22 +0000 2018,0.0,0.928,0.072,-0.1027,Sen. Cruz grilled Zuckerberg over whether Facebook has political bias. Zuckerberg said Facebook's goal is not to en… https://t.co/DUe6OsZeYn
252,@CNN,53,Tue Apr 10 21:04:26 +0000 2018,0.253,0.747,0.0,0.7269,"Sen. Durbin presses Zuckerberg on privacy issues, asking: ""Would you be comfortable sharing with us the name of the… https://t.co/sesLkVzO6n"
253,@CNN,54,Tue Apr 10 20:58:00 +0000 2018,0.0,1.0,0.0,0.0,"EMILY's List President Stephanie Schriock says there is an ""avalanche"" of women running for office, and it's nothin… https://t.co/htAXuIBE2P"
254,@CNN,55,Tue Apr 10 20:49:08 +0000 2018,0.129,0.489,0.382,-0.6908,"The ""Roseanne"" reboot is ugly, uncomfortable and distressing. Good. | By Richard Morgan via @CNNOpinion… https://t.co/AdU4y0eptm"
255,@CNN,56,Tue Apr 10 20:47:12 +0000 2018,0.0,0.924,0.076,-0.1027,"After questioning Mark Zuckerberg, Senator Graham told reporters that he thought the Facebook CEO was “like Jell-O”… https://t.co/T9F061mH2H"
256,@CNN,57,Tue Apr 10 20:43:28 +0000 2018,0.0,0.876,0.124,-0.34,The White House just let slip a big secret about the possibility of firing Robert Mueller | Analysis by… https://t.co/L4h4LPvDD1
257,@CNN,58,Tue Apr 10 20:39:38 +0000 2018,0.0,0.828,0.172,-0.4019,The right's insane sliming of David Hogg | By Jill Filipovic via @CNNOpinion https://t.co/KZovIX0L6I https://t.co/vENpv089UK
258,@CNN,59,Tue Apr 10 20:37:20 +0000 2018,0.0,1.0,0.0,0.0,"After a brief recess, Facebook CEO Mark Zuckerberg continues to testify before Congress https://t.co/310VEWUDqZ
Wat… https://t.co/cJsFXrbtag"
259,@CNN,60,Tue Apr 10 20:37:02 +0000 2018,0.0,0.879,0.121,-0.296,"A 12-year-old video showing a sheriff discussing the cost of inmate and suspect deaths, versus keeping them alive,… https://t.co/npWvBbq84O"
260,@CNN,61,Tue Apr 10 20:33:17 +0000 2018,0.0,0.735,0.265,-0.5574,A woman died after being given formaldehyde instead of saline https://t.co/IfR9k8BL2u https://t.co/Nh1RBQ7dt2
261,@CNN,62,Tue Apr 10 20:32:04 +0000 2018,0.059,0.941,0.0,0.0516,"""We've seen the apology tours before."" Sen. Richard Blumenthal has staffers stand behind him and hold up a sign tha… https://t.co/m9otTfXHfP"
262,@CNN,63,Tue Apr 10 20:25:37 +0000 2018,0.295,0.705,0.0,0.7717,"Facebook stock finished the day with a 4.5% gain, a seeming sign of confidence in Zuckerberg from Wall Street… https://t.co/UWFv4R8CKY"
263,@CNN,64,Tue Apr 10 20:20:51 +0000 2018,0.0,0.76,0.24,-0.6249,Why the Parkland crisis continues to resonate | By John Heubusch via @CNNOpinion https://t.co/cWRcjWafzA https://t.co/CDvWuqmcZ0
264,@CNN,65,Tue Apr 10 20:19:05 +0000 2018,0.0,1.0,0.0,0.0,Zuckerberg says he's totally behind this piece of legislation that would disclose political ads… https://t.co/O1dmbGVk4l
265,@CNN,66,Tue Apr 10 20:15:09 +0000 2018,0.1,0.632,0.268,-0.6705,"Just four days after a bus crash killed 15 people, including 10 young hockey players, a GoFundMe to help the victim… https://t.co/U3BEKhnjSN"
266,@CNN,67,Tue Apr 10 20:14:06 +0000 2018,0.0,0.833,0.167,-0.296,Is Zuckerberg under oath right now? The answer is no. https://t.co/TO4Wh4J8ss https://t.co/CxIFRNr1km
267,@CNN,68,Tue Apr 10 20:10:22 +0000 2018,0.118,0.882,0.0,0.34,Russia has vetoed a US draft resolution at the UN Security Council that would have established an independent inves… https://t.co/AN6lVg9UGN
268,@CNN,69,Tue Apr 10 20:09:25 +0000 2018,0.0,1.0,0.0,0.0,Zuckerberg says he doesn't know if Facebook employees were involved with Cambridge Analytica during the 2016 presid… https://t.co/Kxzwk2VZwJ
269,@CNN,70,Tue Apr 10 20:04:20 +0000 2018,0.061,0.847,0.092,-0.1685,"""I want to clarify, I'm not sure we have subpoenas. I know we're working with them,"" Zuckerberg said after confirmi… https://t.co/Qsvv0Z7zFU"
270,@CNN,71,Tue Apr 10 20:01:46 +0000 2018,0.231,0.769,0.0,0.5859,Kellyanne Conway's husband appears to be defending special counsel Robert Mueller's investigation as well as the FB… https://t.co/85jRT6Rm1z
271,@CNN,72,Tue Apr 10 19:59:29 +0000 2018,0.0,1.0,0.0,0.0,"Sen. Graham asks Zuckerberg about Facebook's competition, ""You don't think you have a monopoly?""… https://t.co/x3bZxSVFNk"
272,@CNN,73,Tue Apr 10 19:57:24 +0000 2018,0.0,0.896,0.104,-0.1027,Equal pay activist Lilly Ledbetter wants to meet with Ivanka Trump https://t.co/uGqN7YKi9a https://t.co/w0AHoimYta
273,@CNN,74,Tue Apr 10 19:57:06 +0000 2018,0.0,1.0,0.0,0.0,These demonstrators before the joint hearing of the Senate Judiciary and Commerce Committees with Mark Zuckerberg s… https://t.co/TGxMvEmwdU
274,@CNN,75,Tue Apr 10 19:52:01 +0000 2018,0.0,1.0,0.0,0.0,"Sen. Lindsey Graham asks Mark Zuckerberg about Facebook's Terms of Service, holding up a printed version, adds that… https://t.co/bVT1FQ3yFU"
275,@CNN,76,Tue Apr 10 19:49:51 +0000 2018,0.194,0.806,0.0,0.624,Michael Cohen and the absolutely amazing history of the once-coveted New York City taxi medallion | Analysis by… https://t.co/koAiwfzsHF
276,@CNN,77,Tue Apr 10 19:47:04 +0000 2018,0.095,0.905,0.0,0.296,"Shares of Facebook were up about 2% when the hearing began, and they moved even higher as CEO Mark Zuckerberg addre… https://t.co/AQj1HRuOcZ"
277,@CNN,78,Tue Apr 10 19:42:15 +0000 2018,0.0,0.921,0.079,-0.2023,"Sinclair CEO on the controversial promos read by local anchors: ""We do not let extremists on any side of the politi… https://t.co/39MMBLK3ZX"
278,@CNN,79,Tue Apr 10 19:41:59 +0000 2018,0.162,0.838,0.0,0.4019,Mark Zuckerberg says Facebook may have been served subpoenas from Special Counsel Mueller's office… https://t.co/gbRrc3gXnL
279,@CNN,80,Tue Apr 10 19:36:01 +0000 2018,0.0,0.76,0.24,-0.4767,Bankers are getting anxious as lawmakers wrestle with a bill that would cut regulations https://t.co/xcxpxIE0JD https://t.co/wo1GQa4JK6
280,@CNN,81,Tue Apr 10 19:34:42 +0000 2018,0.118,0.882,0.0,0.4215,"Sen. Cantwell says to Zuckerberg, ""I believe you have all the talent, my question is whether you have all the will… https://t.co/8UqFuc1s66"
281,@CNN,82,Tue Apr 10 19:32:33 +0000 2018,0.153,0.847,0.0,0.4019,Polls show the GOP is now President Trump's party | Analysis by CNN's Harry Enten https://t.co/ON672cHRwC https://t.co/rjlJ7BSiOD
282,@CNN,83,Tue Apr 10 19:27:07 +0000 2018,0.195,0.805,0.0,0.5574,"""We want to offer a free service that everyone can afford."" Zuckerberg says the first line of Facebook's terms of s… https://t.co/Ev4roGonfk"
283,@CNN,84,Tue Apr 10 19:26:08 +0000 2018,0.067,0.933,0.0,0.0762,"Sen Hatch asks Zuckerberg, ""How do you sustain a business model in which users don't pay for your service?""… https://t.co/1T9vUpRuy9"
284,@CNN,85,Tue Apr 10 19:22:42 +0000 2018,0.163,0.739,0.097,0.4019,"Zuckerberg says that one of his greatest regrets in running Facebook is ""that we were slow in identifying the Russi… https://t.co/Thu7Lo4L1d"
285,@CNN,86,Tue Apr 10 19:22:06 +0000 2018,0.0,1.0,0.0,0.0,"""It's extraordinary to hold a joint committee hearing. It's even more extraordinary to have a single CEO testify be… https://t.co/WDCcSU2OcY"
286,@CNN,87,Tue Apr 10 19:21:59 +0000 2018,0.117,0.779,0.104,0.0772,"JUST IN: President Trump ""believes he has the power to"" fire special counsel Robert Mueller, White House press secr… https://t.co/8Oai9qtDzM"
287,@CNN,88,Tue Apr 10 19:17:52 +0000 2018,0.171,0.829,0.0,0.4754,Zuckerberg: We need to take a more proactive role and a broader view of our responsibility https://t.co/NPHrJM7GGX https://t.co/9Ih1I5u4X8
288,@CNN,89,Tue Apr 10 19:14:36 +0000 2018,0.0,1.0,0.0,0.0,Mark Zuckerberg says when Facebook first learned of Cambridge Analytica buying data from an app developer on Facebo… https://t.co/T03jZbWojq
289,@CNN,90,Tue Apr 10 19:12:05 +0000 2018,0.0,1.0,0.0,0.0,Here's everything Zuckerberg just said in his opening remarks to members of the Senate committees:… https://t.co/RAAvkXbIxP
290,@CNN,91,Tue Apr 10 19:05:23 +0000 2018,0.142,0.766,0.092,0.0772,"""It's clear now that we didn't do enough to prevent these tools from being used for harm...It was my mistake, and I… https://t.co/aeJwZipXdG"
291,@CNN,92,Tue Apr 10 19:03:03 +0000 2018,0.0,0.872,0.128,-0.4215,Zuckerberg and his team held mock hearings to prepare for today's grilling. A conference room at Facebook was set u… https://t.co/7XECcVlJA9
292,@CNN,93,Tue Apr 10 19:02:39 +0000 2018,0.0,1.0,0.0,0.0,"Zuckerberg says, ""Advertisers and developers will never take priority over that as long as I am running Facebook"" https://t.co/q6tL8M7eeQ"
293,@CNN,94,Tue Apr 10 18:58:04 +0000 2018,0.0,1.0,0.0,0.0,"This attendee of Mark Zuckerberg's testimony before Congress is wearing a handmade shirt that says ""#DeleteFacebook… https://t.co/3nzxGM0E0B"
294,@CNN,95,Tue Apr 10 18:57:43 +0000 2018,0.0,1.0,0.0,0.0,Zuckerberg says before Congress: It's not enough to just connect people https://t.co/gotW9k8299 https://t.co/eoxESUU44q
295,@CNN,96,Tue Apr 10 18:56:04 +0000 2018,0.133,0.867,0.0,0.3818,"Sen. Nelson says in his opening remarks to Mark Zuckerberg, ""Facebook has a responsibility to protect this personal… https://t.co/yOgPJyJXtV"
296,@CNN,97,Tue Apr 10 18:55:11 +0000 2018,0.0,1.0,0.0,0.0,"White House press secretary Sarah Sanders on the FBI raid of Trump lawyer Michael Cohen's office: ""I think that the… https://t.co/r8Hua5JoNk"
297,@CNN,98,Tue Apr 10 18:53:30 +0000 2018,0.0,1.0,0.0,0.0,"Facebook CEO Mark Zuckerberg is testifying before Congress.

Watch on CNN: https://t.co/UYpqI3w42L

Watch on Facebo… https://t.co/oSGLlmF3ry"
298,@CNN,99,Tue Apr 10 18:46:07 +0000 2018,0.124,0.876,0.0,0.4019,RT @CNNPolitics: White House press secretary Sarah Sanders says President Trump thinks special counsel Robert Mueller’s probe “has gone too…
299,@CNN,100,Tue Apr 10 18:40:58 +0000 2018,0.08,0.92,0.0,0.0772,"Facebook CEO Mark Zuckerberg is testifying before Congress: https://t.co/GM8O5wobAa

Have questions? We want to hea… https://t.co/yakAlqbwhF"
300,@FoxNews,1,Wed Apr 11 01:41:27 +0000 2018,0.249,0.751,0.0,0.7159,".@AlanDersh: “The lawyer-client privilege is as sacrosanct as that, and there has to be a very, very good reason be… https://t.co/cbzQwkl9Pi"
301,@FoxNews,2,Wed Apr 11 01:27:54 +0000 2018,0.0,0.872,0.128,-0.3597,".@jasoninthehouse: ""There is absolutely no reason that Congress shouldn’t be able to see everything that the inspec… https://t.co/qWXqNwborH"
302,@FoxNews,3,Wed Apr 11 01:25:51 +0000 2018,0.0,0.735,0.265,-0.5574,.@WhiteHouse removes African nation of Chad from travel ban list https://t.co/GgIY6iAEPE
303,@FoxNews,4,Wed Apr 11 01:12:00 +0000 2018,0.0,1.0,0.0,0.0,.@RandPaul: “We never should have had Mueller in the first place because we’ve given too much power to a prosecutor… https://t.co/zv480kEC4z
304,@FoxNews,5,Wed Apr 11 01:00:24 +0000 2018,0.0,1.0,0.0,0.0,Broward school board votes against participation in program allowing armed district employees https://t.co/BFZAUmL8wD
305,@FoxNews,6,Wed Apr 11 00:45:08 +0000 2018,0.308,0.692,0.0,0.5994,Most of Texas border community supports fence expansion: 'something secure for us' https://t.co/951jh1Nrvm
306,@FoxNews,7,Wed Apr 11 00:34:46 +0000 2018,0.122,0.608,0.27,-0.296,"#Zuckerberg touts plans to protect Facebook users, but Congress appears skeptical  https://t.co/JP0IpSdSPM"
307,@FoxNews,8,Wed Apr 11 00:22:23 +0000 2018,0.096,0.904,0.0,0.2023,"Raid on Michael Cohen's home likely executed after significant evidence was found in Mueller probe, analyst says https://t.co/Vy1Njozpxh"
308,@FoxNews,9,Wed Apr 11 00:08:44 +0000 2018,0.176,0.824,0.0,0.4939,"'Your User Agreement Sucks': Sen. John Kennedy Presses #Zuckerberg on Privacy, 'Covering Facebook's Rear End' https://t.co/B5VfE0hb3I"
309,@FoxNews,10,Wed Apr 11 00:00:49 +0000 2018,0.0,1.0,0.0,0.0,"David Rodibaugh, director of Indiana Soybean Alliance, on potential impact of tariffs: “There is the potential that… https://t.co/s9NfSxC9XM"
310,@FoxNews,11,Tue Apr 10 23:50:00 +0000 2018,0.0,0.63,0.37,-0.5709,'Absolutely Ridiculous Question': @PressSec Asked Whether #Trump Considered Resigning https://t.co/yrgaBTHm7F
311,@FoxNews,12,Tue Apr 10 23:41:27 +0000 2018,0.144,0.523,0.333,-0.4404,.@HarrisFaulkner shares tips for navigating the dreaded gender pay gap https://t.co/PFiBdcYUXd
312,@FoxNews,13,Tue Apr 10 23:28:36 +0000 2018,0.25,0.75,0.0,0.4588,Fast food employee's 'beautiful' act of kindness goes viral https://t.co/mvo8TE4Ny7
313,@FoxNews,14,Tue Apr 10 23:18:20 +0000 2018,0.0,0.821,0.179,-0.5719,".@ChrisCoons: “One person’s hate speech, in the context that @BenSasse was just talking about, is another person’s… https://t.co/3SSOKsUiib"
314,@FoxNews,15,Tue Apr 10 23:12:29 +0000 2018,0.0,1.0,0.0,0.0,".@ChrisCoons: “Americans should know how their data’s being used, and it should be used with their knowledge and wi… https://t.co/4ueMLuIXB7"
315,@FoxNews,16,Tue Apr 10 23:04:02 +0000 2018,0.0,1.0,0.0,0.0,.@continetti: “@POTUS has been a disruptor to Washington. He has everybody reacting to his actions with one excepti… https://t.co/Y8b5H3ZHDj
316,@FoxNews,17,Tue Apr 10 22:57:45 +0000 2018,0.0,0.779,0.221,-0.5267,Madeleine Albright hits Obama for not acting on Syria 'red line' threat https://t.co/OI3azxArau
317,@FoxNews,18,Tue Apr 10 22:47:17 +0000 2018,0.0,0.783,0.217,-0.5574,TN Communities Hold Vigils for Illegal Immigrants Nabbed by ICE at Meatpacking Plant https://t.co/mvOUljuctt
318,@FoxNews,19,Tue Apr 10 22:19:07 +0000 2018,0.0,0.847,0.153,-0.4404,.@facebook CEO Mark Zuckerberg continues to testify before Congress in the wake of a data privacy scandal. https://t.co/qK8LILCylA
319,@FoxNews,20,Tue Apr 10 22:00:44 +0000 2018,0.0,1.0,0.0,0.0,Mark Zuckerberg: “This is an ongoing ‘arms race.’ As long as there are people sitting in Russia whose job it is is… https://t.co/LZ22kPZQOf
320,@FoxNews,21,Tue Apr 10 21:54:38 +0000 2018,0.0,1.0,0.0,0.0,.@SenDanSullivan: “Which are you: are you a tech company or are you the world’s largest publisher? Because I think… https://t.co/RsdXS1ZyxC
321,@FoxNews,22,Tue Apr 10 21:44:50 +0000 2018,0.207,0.793,0.0,0.5719,.@SenMarkey: “Would you support a child online privacy ‘Bill of Rights’ for kids under 16 to guarantee that that in… https://t.co/TZx3MzcKPW
322,@FoxNews,23,Tue Apr 10 21:37:55 +0000 2018,0.0,0.714,0.286,-0.6808,".@BenSasse: “As a dad, do you worry about social media addiction as a problem for America’s teens?” https://t.co/RzeOnYs98D"
323,@FoxNews,24,Tue Apr 10 21:28:49 +0000 2018,0.158,0.789,0.053,0.3415,.@BenSasse: “I wouldn’t want you to leave here today and think there’s sort of a unified view in the Congress that… https://t.co/q8sYd9WaRR
324,@FoxNews,25,Tue Apr 10 21:24:25 +0000 2018,0.091,0.909,0.0,0.2263,".@ChrisCoons: “At the end of the day, policies aren’t worth the paper they’re written on if Facebook doesn’t enforc… https://t.co/Hci3TzFAeE"
325,@FoxNews,26,Tue Apr 10 21:08:54 +0000 2018,0.369,0.631,0.0,0.765,".@SenMikeLee: “Isn’t there a significant free market incentive that a social media company, including yours, has in… https://t.co/gNJsC453ib"
326,@FoxNews,27,Tue Apr 10 21:01:39 +0000 2018,0.0,1.0,0.0,0.0,"Mark Zuckerberg: “What we’re going to do is require a valid government identity, and we’re going to verify the loca… https://t.co/VuySdsks78"
327,@FoxNews,28,Tue Apr 10 20:53:20 +0000 2018,0.198,0.802,0.0,0.5709,Mark #Zuckerberg: “I am very committed to making sure that Facebook is a platform for all ideas. That is a very imp… https://t.co/iVpDo7kiIj
328,@FoxNews,29,Tue Apr 10 20:49:18 +0000 2018,0.194,0.806,0.0,0.6249,.@SenTedCruz: “There are a great many Americans who I think are deeply concerned that Facebook and other tech compa… https://t.co/TCzT77K4de
329,@FoxNews,30,Tue Apr 10 20:40:42 +0000 2018,0.0,1.0,0.0,0.0,".@SenTedCruz: “Does Facebook consider itself a neutral public forum?”

Mark #Zuckerberg: “Senator, we consider ours… https://t.co/B1lRtloF9O"
330,@FoxNews,31,Tue Apr 10 20:33:58 +0000 2018,0.13,0.87,0.0,0.4019,".@JohnCornyn: ""If I choose to terminate my Facebook account, can I bar Facebook or any third parties from using the… https://t.co/SQQ1T5j1a7"
331,@FoxNews,32,Tue Apr 10 20:33:53 +0000 2018,0.0,0.847,0.153,-0.4404,".@Facebook CEO Mark Zuckerberg testifies before Congress in the wake of a data privacy scandal. 

Live blog:… https://t.co/xNe5pu66re"
332,@FoxNews,33,Tue Apr 10 20:15:56 +0000 2018,0.276,0.724,0.0,0.7269,"""No""

Mark #Zuckerberg responds to @SenatorDurbin's questions on if he would feel comfortable sharing with the comm… https://t.co/0APyWC8mQZ"
333,@FoxNews,34,Tue Apr 10 20:08:20 +0000 2018,0.132,0.868,0.0,0.4404,"Mark #Zuckerberg on Facebook’s terms of service: We can always do better, and the services are complex…I think for… https://t.co/4hXP6HGVYj"
334,@FoxNews,35,Tue Apr 10 19:59:44 +0000 2018,0.0,0.896,0.104,-0.296,"Mark #Zuckerberg: “My position is not that there should be no regulation…I think the real question, as the internet… https://t.co/pUyQ1FpmGf"
335,@FoxNews,36,Tue Apr 10 19:56:49 +0000 2018,0.112,0.79,0.098,0.0747,"RT @FoxBusiness: .@LindseyGrahamSC: ""You don't think you have a monopoly?""

Zuckerberg: ""It certainly doesn't feel like that to me."" https:…"
336,@FoxNews,37,Tue Apr 10 19:48:55 +0000 2018,0.137,0.863,0.0,0.4019,"""I know we're working with [the special counsel].""

Mark #Zuckerberg confirms @facebook has been working with speci… https://t.co/KfuyW7jsiv"
337,@FoxNews,38,Tue Apr 10 19:46:34 +0000 2018,0.182,0.818,0.0,0.4404,Mark #Zuckerberg: “I think everyone in the world deserves good privacy protection.” https://t.co/Il5feaxDRW https://t.co/ILgTZtpBf2
338,@FoxNews,39,Tue Apr 10 19:40:41 +0000 2018,0.0,1.0,0.0,0.0,Mark Zuckerberg: “There will always be a version of Facebook that is free.” https://t.co/OHxw1bMM93
339,@FoxNews,40,Tue Apr 10 19:35:31 +0000 2018,0.216,0.784,0.0,0.5267,"Mark Zuckerberg: “After the 2016 election, our top priority was protecting the integrity of other elections around… https://t.co/livEyBm3x2"
340,@FoxNews,41,Tue Apr 10 19:33:19 +0000 2018,0.163,0.739,0.097,0.4019,Mark Zuckerberg: “One of my greatest regrets in running the company is that we were slow in identifying the Russian… https://t.co/xIjGH1kPIW
341,@FoxNews,42,Tue Apr 10 19:26:31 +0000 2018,0.108,0.892,0.0,0.3182,Mark Zuckerberg: “It’s not enough to just build tools. We need to make sure that they’re used for good.”… https://t.co/eQm3XUQrDr
342,@FoxNews,43,Tue Apr 10 19:18:03 +0000 2018,0.0,1.0,0.0,0.0,Mark Zuckerberg on Facebook privacy policy: “Long privacy policies are very confusing…We don’t expect that most peo… https://t.co/uOHSFI9Fhk
343,@FoxNews,44,Tue Apr 10 19:09:37 +0000 2018,0.245,0.755,0.0,0.7783,"RT @FoxBusiness: Zuckerberg: ""Across the board we have a responsibility to not just build tools, but to make sure they're used for good. It…"
344,@FoxNews,45,Tue Apr 10 19:06:48 +0000 2018,0.163,0.837,0.0,0.4019,Mark Zuckerberg: “It’s clear now that we didn’t do enough to prevent these tools from being used for harm…We didn’t… https://t.co/cBa3oQPu4W
345,@FoxNews,46,Tue Apr 10 19:05:27 +0000 2018,0.349,0.651,0.0,0.5994,"Mark Zuckerberg: “We face a number of important issues around privacy, safety, and democracy.”… https://t.co/BcIxivQRkj"
346,@FoxNews,47,Tue Apr 10 18:58:25 +0000 2018,0.269,0.731,0.0,0.5994,"RT @FoxBusiness: Mark Zuckerberg delivers an opening statement: ""We face a number of important issues around privacy, safety, and democracy…"
347,@FoxNews,48,Tue Apr 10 18:58:12 +0000 2018,0.362,0.638,0.0,0.6249,Mark Zuckerberg: “Facebook is an idealistic and optimistic company.” https://t.co/Il5feaxDRW https://t.co/pgCF8Pa6kL
348,@FoxNews,49,Tue Apr 10 18:54:40 +0000 2018,0.331,0.602,0.067,0.836,.@PressSec on Tom Bossert: “He resigned. The president feels he’s done a great job and wishes him the best as he mo… https://t.co/mtS87PR6D0
349,@FoxNews,50,Tue Apr 10 18:52:54 +0000 2018,0.0,1.0,0.0,0.0,"RT @FoxBusiness: .@SenBillNelson: ""If you and other social media companies do not get your act in order, none of us are going to have any p…"
350,@FoxNews,51,Tue Apr 10 18:51:56 +0000 2018,0.053,0.779,0.168,-0.5859,.@PressSec on Syria crisis: “We’re going to continue to work with a number of our partners and allies as we determi… https://t.co/B8s2Quo9Mo
351,@FoxNews,52,Tue Apr 10 18:45:15 +0000 2018,0.149,0.851,0.0,0.4215,.@SenFeinstein to Mark Zuckerberg: “You have a real opportunity this afternoon to lead the industry and demonstrate… https://t.co/2ETQv4jfo9
352,@FoxNews,53,Tue Apr 10 18:39:01 +0000 2018,0.195,0.805,0.0,0.34,".@SenJohnThune: “Today’s hearing is extraordinary…In many respects, Facebook’s incredible reach is why we’re here t… https://t.co/SXchuXamIp"
353,@FoxNews,54,Tue Apr 10 18:31:43 +0000 2018,0.0,1.0,0.0,0.0,Feds request documents from Trump Organization related to Michael Cohen's payment to Stormy Daniels - via… https://t.co/nKtJciJBCd
354,@FoxNews,55,Tue Apr 10 18:31:22 +0000 2018,0.0,1.0,0.0,0.0,Facebook's Mark Zuckerberg testifies before Senate committees https://t.co/Il5feaxDRW https://t.co/UKEQTxL4tl
355,@FoxNews,56,Tue Apr 10 18:30:26 +0000 2018,0.0,1.0,0.0,0.0,".@Facebook CEO Mark Zuckerberg testifies before Congress. 

Live blog: https://t.co/Il5feaxDRW https://t.co/OqG4FdSUeZ"
356,@FoxNews,57,Tue Apr 10 18:26:30 +0000 2018,0.0,0.833,0.167,-0.34,Los Angeles painting city streets white in bid to combat climate change https://t.co/wnrEqTzmCW
357,@FoxNews,58,Tue Apr 10 18:16:27 +0000 2018,0.0,1.0,0.0,0.0,LIVE BLOG: Facebook's Mark Zuckerberg testifies before Senate committees https://t.co/Il5feaxDRW
358,@FoxNews,59,Tue Apr 10 18:01:22 +0000 2018,0.0,1.0,0.0,0.0,Awaiting: @WhiteHouse briefing and Mark Zuckerberg hearing https://t.co/hsmssS2hbP
359,@FoxNews,60,Tue Apr 10 17:45:00 +0000 2018,0.0,0.591,0.409,-0.8658,"T.J. Miller arrested at NYC airport after making false bomb threat on Amtrak train, officials say https://t.co/YuMd5KbZLG"
360,@FoxNews,61,Tue Apr 10 17:34:51 +0000 2018,0.177,0.696,0.127,0.2023,Puppy in Texas Rescued After Getting Head Stuck in Car Wheel https://t.co/rJwe7uUEpy https://t.co/Dtayq6fKz3
361,@FoxNews,62,Tue Apr 10 17:34:04 +0000 2018,0.255,0.604,0.141,0.4019,"Tennessee woman says 'it's a miracle' her wallet, purse blocked bullets https://t.co/TW61TsvxIR"
362,@FoxNews,63,Tue Apr 10 17:14:02 +0000 2018,0.0,0.783,0.217,-0.5574,TN Communities Hold Vigils for Illegal Immigrants Nabbed by ICE at Meatpacking Plant https://t.co/GJ3Ix2IQNB
363,@FoxNews,64,Tue Apr 10 17:06:37 +0000 2018,0.0,1.0,0.0,0.0,Obamas won't be attending Meghan Markle and Prince Harry's wedding https://t.co/7bTlBnFsCa
364,@FoxNews,65,Tue Apr 10 16:50:47 +0000 2018,0.392,0.468,0.14,0.6486,Starbucks baristas celebrate engagement with coffee-filled photo shoot (via @JaninePuhak) https://t.co/tWt3f52imV
365,@FoxNews,66,Tue Apr 10 16:38:44 +0000 2018,0.341,0.659,0.0,0.4767,.@FLOTUS comforts child who spilled water https://t.co/BERxpZCGXY
366,@FoxNews,67,Tue Apr 10 16:33:47 +0000 2018,0.255,0.745,0.0,0.6249,Sen. @RandPaul: FBI Raid on Trump's Attorney Was 'Great Overstep' by Mueller https://t.co/TVaz6Q6N9r
367,@FoxNews,68,Tue Apr 10 16:24:59 +0000 2018,0.154,0.537,0.309,-0.5106,.@POTUS: “We’re making sure that terrorism funding is stopped.” https://t.co/781KLXUBgk
368,@FoxNews,69,Tue Apr 10 15:47:54 +0000 2018,0.211,0.789,0.0,0.4939,"Amber Heard donates $7M Johnny Depp divorce settlement to children's hospital, charities https://t.co/JJXSWTKBgc"
369,@FoxNews,70,Tue Apr 10 15:39:38 +0000 2018,0.0,1.0,0.0,0.0,Former #Trump administration officials: A list of notable departures https://t.co/0YfN6m9FGX
370,@FoxNews,71,Tue Apr 10 15:38:34 +0000 2018,0.157,0.843,0.0,0.3818,.@SenJohnKennedy: “It seems to me that Facebook has an obligation to protect people’s data.” https://t.co/G4uvFBgNSQ
371,@FoxNews,72,Tue Apr 10 15:37:19 +0000 2018,0.0,0.851,0.149,-0.1027,Would you pay $20 million for a license plate? https://t.co/jcn7gsDwtd
372,@FoxNews,73,Tue Apr 10 15:25:50 +0000 2018,0.235,0.765,0.0,0.4588,.@SenJohnKennedy: “I don’t want to have to regulate Facebook. Clearly though we have a problem.” https://t.co/Tk5PHNmg8n
373,@FoxNews,74,Tue Apr 10 15:15:00 +0000 2018,0.0,0.699,0.301,-0.6486,6 dead when Arizona plane crashes shortly after takeoff (via @travfed)  https://t.co/ARuWr8WJ2V
374,@FoxNews,75,Tue Apr 10 15:10:17 +0000 2018,0.194,0.806,0.0,0.34,Awaiting U.N. Security Council Vote on Syria; @EricShawnTV reports https://t.co/ZyUcHIjt9z https://t.co/BIHnjDOI1D
375,@FoxNews,76,Tue Apr 10 15:05:00 +0000 2018,0.229,0.471,0.3,-0.296,Popular Black Lives Matter Facebook page exposed as fraud https://t.co/5LEm09NrrM (via @christocarbone)
376,@FoxNews,77,Tue Apr 10 15:02:48 +0000 2018,0.163,0.68,0.156,0.0258,"Homeland Security Adviser Tom Bossert resigns, White House says - via @brookefoxnews 
https://t.co/yZpJ4fnQca"
377,@FoxNews,78,Tue Apr 10 14:54:56 +0000 2018,0.0,0.844,0.156,-0.34,Tennessee college senior defends posing for graduation picture with gun in her waistband https://t.co/c2J6kUR9Mt
378,@FoxNews,79,Tue Apr 10 14:51:57 +0000 2018,0.189,0.63,0.181,0.0258,"Homeland Security Adviser Tom Bossert resigns, White House says https://t.co/KfE9TCOPik"
379,@FoxNews,80,Tue Apr 10 14:50:55 +0000 2018,0.179,0.641,0.179,0.0,Rare Titanic love letter up for auction offers insight into life on the doomed ocean liner https://t.co/1LpbaSGD7V
380,@FoxNews,81,Tue Apr 10 14:42:00 +0000 2018,0.164,0.395,0.441,-0.6369,Stocks surge as fears of trade war ease https://t.co/qACcop2qJo
